User Name,Name Tag,Description
Canarias7,@canarias7,La aplicación china incluye un código QR confidencial que permitirá a cada país obtener información sobre la salud de los viajeros. #Internacional #China #aplicacon #Sanidad #Salud #Covid_19 #coronavirus #pandemia #viajes
HRNews,@HRNewsdesk,Research signals fresh wave of female entrepreneurs post Covid
Aaron Ashley,@aaron_ashley1,HA! Not related to COVID vax my arse!! lol
Citrus,@fletcher1787,"Replying to 
@LaTweetasse
 @olivierveran
 and 
@jo_delb"
Dread Pirate Alice,@Cererean,"Replying to 
@SilverVVulpes"
NCHR RWANDA,@HumanRightsRW,"@HumanRightsRW
 izamenya kandi ibibazo byihariye impunzi zihura na byo cyane cyane muri iki gihe cy’icyorezo cya COVID-19 n’ingaruka cyateje ku mibereho yazo 
@RwandaLocalGov
 @RwandaParliamnt
 @RwandaHealth"
Jack Lazo,@jacklazo1,"Replying to 
@raissawriter
 and 
@lenirobredo"
Nilesh Shekokar,@nileshshekokar,"FREE COVID-19 vaccinations for all. Its not a fake promise before any elections.

Its Kejriwal’s #DelhiModel 
@ArvindKejriwal
 @SatyendarJain"
No to Tyranny,@AngryARBy,"Replying to 
@matt_hardcock"
Network20 News,@network20news,Over 20 Lakh Covid Vaccine Doses Administered In A Day: Centre
Joy 99.7 FM,@Joy997FM,"State of the Nation: A lot of the COVID guidelines were written when school wasn't in session 

- Dr. Naomi Agyapong (Alpha Beta Educational Centre) #JoySMS #SONA2021"
Dr. P̷a̷c̷h̷u̷l̷i̷o̷,@walde_12,Deje una pinta de Ben & Jerry’s en la nevera y me la devoraron. Ahora si que extraño vivir solo. Puto covid.
Lamana,@Lamana18290144,"Kodim 0727/Karanganyar
Selasa, 09/03/2021  
Kopda Basri Anggota Koramil 11/Kerjo Melaksanakan patroli  pendisiplinan covid 19  menghimbau dan mengajak kepada warga Sumberejo Kec Kerjo utk selalu disiplin melaksanakan anjuran pemerintah tetang protokol kesehatan."
Disinfo Digest,@Disinfo_Digest,"Raport: Jak Rosja, Chiny i Iran dążą do uzyskania przewagi informacyjnej i zwiększenia udziału narracji manipulacyjnych nt procesu szczepień i szczepionek p-ko COVID-19, w tym przy zastosowaniu dezinformacji nt. zachodnich preparatów:"
Carlo Fusaro,@CarloFusaro,"Silenzio assoluto (qui) sull'appello internazionale per una ""full and unrestricted investigation"" sulle origini del #Covid_19. Firmato da scienziati: AUS, AUT, ESP, FRA, GER, IND, NZE, UK, USA. Nessuno/a da università italiane. Strano. O no? Vanto o vergogna? #ItaliaCina"
Gatis Pāvils,@WondermondoNews,"3. Kopš pandēmijas sākuma Covid-19 ""saķērušie"" pret kopējo iedzīvotāju skaitu. Sarkanajās valstīs vairāk, kā Latvijā un zaļajās - mazāk. Worldometers."
XVII 십칠,@XVIInumberXVII,"Replying to 
@PurpleWannies"
Comrade,@Emmz_bizns,"Replying to 
@kigogo2014
 and 
@TZMsemajiMkuu"
Antonio Cano-Vindel,@ACanoVindel,"Worry about COVID-19 contagion and general anxiety: moderation and mediation effects of cognitive emotion regulation
Journal of Psychiatric Research
Roger Muñoz-Navarro et al. (2021) 
@ResearchGate
:"
Madeline Odle,@MadelineOdleTV,"NEW OVERNIGHT: 

South African COVID variant found in child in Jackson County 
@WOODTV"
InTerris News,@interrisnews,"Le proposte della #Cisl per uscire dalla crisi rilanciando l'Italia 

https://interris.it/attualita/sbarra-cisl-draghi-parti-sociali/…
@CislNazionale
 #9marzo #donne #giovani #lavoro #italia #covid"
dr julie wintrup,@juliewintrup,"Well here’s some answers: 

“Inside the ‘Covid Triangle’: a catastrophe years in the making” 

FT but whole article free to read 

#COVID19 #inequality #PublicHealth 

https://ft.com/content/0e63541a-8b6d-4bec-8b59-b391bf44a492…"
COVID-19 UK Daily Report,@_Covid19_UK_,"Coronavirus Covid-19  Europe Map for New Cases per 1 million of citizens
3/8/2021

More insights:
http://bit.ly/web-uk

#coronavirus #COVID19  #COVID2020 #COVID19Pandemic #CoronaUpdate #CoronavirusOutbreak #covid19uk"
Laurens vd B,@LaurensvdB,"Voor zo ver m’n klomp al niet in duizend stukken ligt... het is toch algemeen aangenomen dat Covid in de buitenlucht weinig besmettingsrisico met zich meeneemt... en dan toch moet ons kabinet onnodig haar spierballen tonen...

#terrassen #COVID19 #covidnl"
Flying Eze,@flyingeze,"Coronavirus: COVID-19 and the Canadian economy, one year later
#Economy #Money #Anniversary #Canada #CanadaCoronavirus #Cerb #Coronavirus #CoronavirusInCanada #Covid #Covid-19 #Finance"
Jorge Santillan,@jorgesantillanh,"Replying to 
@RPPNoticias"
Ernesto Rocco,@ErnestoRocco1,"Covid, nel #Cilento spunta uno striscione: ""Facimm chiù schifo e primm""
#CilentoNotizie #Omignano #OmignanoNotizie
https://infocilento.it/2021/03/09/covid-nel-cilento-spunta-uno-striscione-facimm-chiu-schifo-e-primm/…"
Farmacia Madrid AP,@FarmaMadridAP,(Lancet) Estudio en UK no justifica el uso rutinario de azitromicina para reducir el tiempo de recuperación o el riesgo de hospitalización de las personas con sospecha de COVID-19 en la comunidad https://thelancet.com/action/showPdf?pii=S0140-6736%2821%2900461-X…
DD,@DD76111405,"Replying to 
@Emmanuel_microb"
en attendant Godot искра 5319,@nowhere4444,"Replying to 
@olivierveran"
DrLatief,@DrLatief1,"Replying to 
@NusaDirga"
instagram: ac.macedo,@acmacedo,Hospital de Pronto Socorro de Porto Alegre abre leitos para atendimento de doentes de covid-19
Helen Harkness,@HelenHarkness21,"This eye~sore is a COVID-19 testing station in Paignton Devon. Errected weeks ago, no one ever seen using it. There's no need, get rid of it 
@Torbay_Council
. I see the one in Torquay coach station has gone, its just a 'man in a van' 
. When are you removing it 
?"
Gareth P Jenkins,@Gareth_Jenks23,"Replying to 
@WillHayCardiff"
Rico Woj,@shortthought,"Replying to 
@Ollie_PC
 @DBrudders
 and 2 others"
群馬の人@COVID-19情報発信中,群馬の人@COVID-19情報発信中,"群馬県 COVID-19発生状況 2021年3月9日更新版
本日の新規陽性者: 6人 (前日-4)

県新型コロナ対策本部: 
@Gunma_covid19
全ページの閲覧用PDF: https://drive.google.com/file/d/1a2uKJyBawzkLO-en-v7hWtsdT1j3bNjc/view?usp=sharing…

#新型コロナ #群馬コロナ #コロナに負けるな #医療従事者にエールを #陽性は悪ではない"
Maduradas.com,@maduradascom,¡A CUIDARSE! Caracas es la ciudad que registra más contagios de COVID-19 en la actualidad: Hay casos activos en todas las parroquias #9Mar #Venezuela
5GRadar.,@5GRadar,How 5G can revolutionize patient-centric trials for the likes of Covid-19 and cancer.
noss,@utdnosss,tested negative to having covid-19
"なかあき
薬剤師×YouTube×命を守る情報発信",@nakaaki_ph,"新型コロナウイルス感染症
COVID-19
診療の手引き 第4.2版

https://mhlw.go.jp/content/000742297.pdf…

#後でみる"
Poppins - pauline M.,@knuttipop,"@apresj20
 #apresJ20 #covidlong 
Thread .
Le covid long c est aussi avoir du mal à se lever et de se déplacer jusqu'à sa rééducation.marcher puis prendre le bus en plus de la reeduc plusieurs fois par semaine ."
WatchOurCity.com,@WatchOurCity,"(AP News) Global shares trade mixed on recovery hopes, yield worries https://watchourcity.com/ap-news/asian-shares-trade-mixed-on-recovery-hopes-yield-worries/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter… #Asia #BrentCrudeMarkets #Business #China #CommodityMarkets #COVID-19Pandemic #CrudeOilMarkets"
ITV Cycling,@itvcycling,"'I had friends, doctors, nurses in London working 19 hours a day. You have to put it in perspective that we're really privileged to do what we do.' 
Tao Geoghegan Hart on racing during the covid-19 pandemic

Full interview 
 https://youtu.be/loX-jYjwm4Q"
ArmpitSpirit Comics,@ArmpitSpirit,"PPE kits are great. Either they protect you from Covid, or you're the most prepared guy for death walking 24x7 in your own fucking body bag."
Catalunya Informació,@Catinformacio," #ÚltimaHora Salut notifica 943 contagis nous de coronavirus i 26 defuncions més. Hi ha 55 malalts menys de covid als hospitals però 5 pacients més a les UCIs. El risc de rebrot recula a 198 punts i l'Rt és a 0,92. S'han posat prop de 14 mil vacunes més. https://bit.ly/2Eeo6Ui"
Gir Grottaglieinrete,@Grottaglie,Aggiornamento ricoveri per Covid negli ospedali di #Taranto e Provincia - https://is.gd/zPcQXE  #Featured #Grottaglie #NuovoCoronavirus
Eric Cambolieu,@EricCambolieu,"Déjà en avance, la #Finlande devrait pérenniser le #télétravail après la crise du Covid-19"
Serendippo,@Serendippo6,"Replying to 
@depelizard
 @micheleboldrin
 and 
@sebaventt"
wilmouth martial,@MartialWilmouth,"Covid-19. Hausse des patients en réanimation, l’UE pourraient bloquer les exportations de vaccins #Coronavirus #Virus https://ouest-france.fr/sante/virus/coronavirus/direct-covid-19-3-77-millions-de-personnes-ont-recu-la-premiere-dose-de-vaccin-7178704… via 
@ouestfrance"
Michael L. Ricafort,@MikeRicafort888,"Offsetting risk factors include any delay in the arrival and deployment of COVID-19 vaccines locally, relatively higher new COVID-19 local cases that recently reached the highest in 5 months (since October 2020), as well as the new coronavirus variants that are more contagious"
SreePrayag,@sreeprayag,"India at forefront in fighting COVID-19, stands out in terms of vaccine policy: Gita Gopinath
https://newindianexpress.com/nation/2021/mar/08/india-at-forefront-in-fighting-covid-19-stands-out-in-terms-of-vaccine-policy-gita-gopinath-2273979.html…

via NaMo App"
Ricardo Carlini,@carlinibh,93.469.496 curados da covid no mundo.
Michael Pease,@MichaelPease15,"Went for my covid Jab at church this morning, lovely to see all your artwork Andy, brilliant. Lass asked me how I was this morning, I said "" oh you know, a bit upset"" and no word of a lie, she said "" oh yeah, terrible whats happening to Harry n Megan init"" I give up. MOT."
ElPavinho,@ElPaviiinhoooo,"Replying to 
@Analinho_
 and 
@schaiiiiilllll"
NoticiasNippon,@NoticiasNippon,"[COVID-19] #Japón destinará 4.5 mil millones de yenes para colaborar en el suministro de #vacunas contra el nuevo #coronavirus en naciones del #Asia.

Detalles: http://noticiasnippon.jp/2021/03/09/covid-19-japon-financiara-suministro-de-vacunas-en-asia/…

#新型コロナ #ワクチン #NoticiasNippon #noticiasdejapón #covid19"
Lech Malinowski,@malinowski_lech,"Replying to 
@krszu1976
 @Cement12868961
 and 
@MZ_GOV_PL"
Lokesh journo,@Lokeshpaila,"Replying to 
@GummallaSrijana"
@Henry10397992,@Henry10397992,"EN DIRECT - EN DIRECT - Covid-19: l'Académie de médecine recommande la vaccination obligatoire pour les soignants https://bfmtv.com/sante/en-direct-covid-19-inquietudes-en-ile-de-france-face-a-la-saturation-des-reanimations_LN-202103090008.html… via 
@BFMTV"
Brigitte OUHNIA,@pepponelight,"Replying to 
@pompiersdugard
 @langlais_jm
 and 7 others"
KKG News Blog,@BlogKkg,"As Covid-19 cases surge, lockdown announced in several districts | India News – Times of India"
Giulio Sensi,@giulsens,"Lenzuolata oggi su 
@CorriereBN
 in edicola con 
@Corriere
 sul #serviziocivile. L’inchiesta aggiorna la lettura del fenomeno e le sfide del post covid (lo strumento più forte e vasto di coinvolgimento attivo dei giovani in questo momento) e un commento di 
@AleRosina68
."
Harsh Pandey,@HarshPa25697664,"The board's in tamil Nadu has been cancelled because of the covid cases  been rise  but our government won't cancel exam you know why because life is not important education is important its great naa..!
@VarshaEGaikwad
 @CMOMaharashtra
 #onlineexam #MaharashtraGovernment"
Mick Caul,@caulmick,"(Reuters) - The developers of Russia's Sputnik V vaccine against COVID-19 on Tuesday questioned the neutrality of the European Medicines Agency (EMA) after an EMA official urged EU members to refrain from approving the Russian vaccine for now.

#vaccines"
Gabriel Eduardo Marcelino,@GaMarcelino_,"Ah pronto agora o cara não pode mais beber, covid deve ser cachaceiro"
Howard Walker,@HowardW49692190,Calif. man tests positive for COVID-19 weeks after receiving 2nd vaccine dose https://cleveland19.com/2021/02/10/calif-man-tests-positive-covid-weeks-after-receiving-nd-vaccine-dose/…      WTF ????
John ◣ ◢,@GrumpyDad3,"Replying to 
@markgeveritt
 and 
@Comethlight67"
CGS,@CGSbangladesh,"Beyond debt transparency, #PPAs also addressed fiscal sustainability and debt management, which are equally crucial to ensuring a resilient recovery from #COVID-19.  Punam Chuhan-Pole writes.."
#PakaiMasker,@indnsbetter,"Vaksin Covid-19 dari Skema Multilateral Tiba di Indonesia

https://presidenri.go.id/siaran-pers/vaksin-covid-19-dari-skema-multilateral-tiba-di-indonesia/…
@TrinataRomi
 @dody_basuki"
Alécio Ricardo Oliveira Alves,@LeoRicardoNotic,COVID-19:
粒谷友示 奈良県議会議員 元県議会議長,@tsubutani,"◎奈良県新型コロナウイルス感染症の現状についての各種データ
・奈良県内の最新感染動向（COVID-19）まとめサイト
https://stopcovid19.code4nara.org 

・奈良県のオープンデータ
http://pref.nara.jp/55168.htm"
"Tom Gillispie, EDITOR/WRITER",@EDITORatWORK,"#covid19 #explained COVID EXPLAINED IN VIDEO LINKS #coronavirus #pandemic
https://tom-gillispie.blogspot.com/2021/03/covid.html…"
Val Powell,@ValPowe62129596,"Replying to 
@OutragedOf
 @twitdwood
 and 
@Keir_Starmer"
jerome,@fisherlarryman,"Replying to 
@CRPSEMNEMZUCKR"
ANUVERSE,@Souls_Man86,"DEMISE OF MAJOR POWER

https://m.youtube.com/watch?v=vI-EascsqPE…

https://m.youtube.com/watch?v=CaEQhgSXi4Q…

20 MONTHS #Warzone #WarCrimes #tuesdayvibe #tuesdaymotivations #COVID19 #COVID #ibrahimzarapTUTUKLANSIN #WordOfHonor"
Seva Petrov,@sevapetrov,"Replying to 
@itosettiMD_MBA
 and 
@alessanprudente"
Delegación del Gobierno en Asturias,@DelGob_Asturias,"En la resolución de la concesión de la Cruz Oficial, se reconoce ""su gran interés e iniciativa en las funciones de gestión, administración y control sobre los componentes de la Guardia Civil de Asturias con motivo de la pandemia del COVID-19""."
gracie,@M3LLOHIS,just had covid text
M@ri@,M@ri@,"Replying to 
@FergalBowers
 and 
@rtenews"
Rasta Redpill,@RastaRedpill,"Not a surprise.

90% of Covid deaths are in countries with high obesity rates"
Industry Today,@IndustryToday,"Global Automatic Film Coater Market 2021-2027 (Impact of Covid-19)
http://zpr.io/RzGkD"
Urbanasia,@urbanasiacom,"Guys, meskipun masa pandemi Covid -19 sudah berlangsung selama satu tahun, jangan capek - capek untuk mematuhi protokol kesehatan ya! Stay safe & stay healthy."
Lord James of Glenmore,@lord_glenmore,"Replying to 
@UKLabour"
Arturo Portnoy,@portna,"Hace un año vimos como el COVID avanzaba por Asia y Europa y nos tardamos en aceptar que acá también iba a pasar lo mismo. No cometamos el mismo error con las variantes. Estamos armando la tormenta perfecta: cansancio, hartazgo, optimismo exagerado por vacunas, abrir escuelas."
OIJGRADO,@oijgrado,"VOLVEMOS...PEQUEJUEGOS
El sábado día 13 vuelven las actividades de ocio al Centro de Infancia y Moceda La Panera de forma presencial. 
El horario es de 18 a 20 horas.
(*) Se guardara el Protocolo de uso de las instalaciones por motivo del COVID aprobado por Decreto de Alcaldía"
Gabriela,@Gabriel25613463,"@empleo_SEPE
 hace ya un año desde que empezó el covid.
La gente empezó a trabajar los Niños en los colegios, los contagios bajando y las cosas abriendo de nuevo.
Pero y vosotros ? Cuándo vais a empezar? A claro os da miedo contagiaros. Eso es vacilar a todos los de mas. Creo yo"
Mark Green,@Markgreen433,"Replying to 
@NoseyLatic"
Wingardium Leviosa,@masmasgebres,"Tenang ky,kamu bukan covid...
Km hanya butuh istirahat penuh"
Mar Niok,@MarNiok1,"Replying to 
@kosik_md"
David Llambrich,@dllambrich,"Replying to 
@dllambrich
 @AlexRomaguera
 and 
@xaviermartinezg"
PencorpUK,@mr_c_amnesia,EXCLUSIVE: WHY UK BOTTOM OF COVID BARREL. Vaccine rollout a hit but rest of COVID sixth rate. Read this oversight & management fix. #management #flexibleworking #onboarding #induction #HR #KM #successionplanning #knowledgesharing #decisions #businessadvise #businesstools #busedu
Anadolu,@MkaAnadolu,"Replying to 
@HalitToku2"
Waturi Wa Matu,@WaturiWaMatu,COVID-19 brings out the resilience of Kenya’s flower industry
Ash,@Ash32167534,"Replying to 
@ellabrand6
 and 
@EISUnion"
"brodie
#YAZANDAY",@glueebybladee,about to have my covid test pray for me 
toby,@lgbtubbo,covid test in 1hr and 23 mins
Zyite.com,@zyiteblog,Tipping standards are changing amid the COVID-19 pandemic: Should you be more generous?
